,term,Alternate forms and synonyms.,Other language examples (back translations),Meaning notes. Definitions.,Related (but different) terms,other consultant suggestions / comments / entries,Galen's rationale,Galen's notes/drafts,,,,,,,,,,,,,,,,,,,,,,,
t,kubur,"kuburan, kuburan-kuburan",rock hole (G),"A tomb is a cave where corpses were put for burial.  The Jews buried their dead people in tombs, so a tomb is their grave.",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,kota,kampung,"town (G);
",A village or town is a small group of family homes separated from other such groups.  A village or town is a smaller group than a city.  ,,,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,harta,harta benda,,Treasure is money or costly things kept at one place.,,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Uza,,,"King David arranged for an ox cart to carry the Covenant Box to Jerusalem after it had been captured. (This was not the way God had specified for the Covenant Box to be carried.) When the oxen stumbled, Uzzah laid his hand on the Box to steady it. Instantly, fire from the Lord killed Uzzah, because the Lord had forbidden that anyone touch the box. (The name Uzzah means Strength.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Wasti,,,Queen Vashti was the first wife of the Persian King Xerxes. He deposed her and made Esther his new queen. (The Persian name Vashti means Beautiful.),,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,pohon anggur,"Pohon-pohon anggur, kebun anggur, pokok anggur, pokok-pokok anggur",,"A vine is a plant that produces fruit called grapes. A vineyard is a garden where they grow grape vines. Men protected vineyads with stone fences and guarded them. In the Bible, God called Israel his vineyard, and Jesus calls himself a vine and his followers vine branches.","buah anggur, anggur",,,,,,,,,,,,,,,,,,,,,,,,,,
t,perawan,"Perawan-perawan, Gadis, gadis-gadis",girl (W);,"Virgins are men or women, young or old, who have never had sex with anyone. In a king's palace, virgins were young women waiting to become a king's wife or concubine.","perempuan, istri",,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,penglihatan,Penglihatan-penglihatan,"to see as in a dream (G); what appeared (W);
","A vision is a dream that someone sees while awake. In a vision, one may see persons or things that are usually invisible. The Books of Daniel and of Revelation describe several visions about future events. The Apostle Paul saw Jesus in several visions.",mimpi,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,menunggu,"Ditunggu, tunggu, tunggulah",,"To wait for others means to stay where you are until they come. To wait for something means to keep watching for it till it happens. To wait for Jesus to return means to live in a way that pleases him so he will reward us, expecting that he will come.",beristirahat,,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,jahat,"kejahatan, fasik, kefasikan",crooked (W);,Wickedness is evil that causes harm. Wicked people are those who harm others because they disregard God's laws.,,,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,istri,Istri-istri,"one whom he has/is-with (G);
lady (W);","A wife is a woman who is married to a man. Rich men may have more than one wife. A king's first wife is called a queen. The day of her wedding, a wife is called a bride. Besides wives, kings may also have concubines whose sons cannot become king.","gundik, perempuan, perawan, gadis",,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,padang gurun,gurun,,"Wilderness describes land or regions where humans do not usually dwell because it is very dry and desolate, a wild area.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
t,anggur,,"fermented maioc juice, any drink that causes drunkenness (G);
","Fermented juice from grapes (contains alcohol),  often diluted with water. Jews served wine to guests at weddings and during their annual Passover feast. Wine served in the Lord' supper is a reminder of Jesus' death.","bir, alkohol, minuman keras","Juice from grapes , often diluted with water. When fermented, wine contains alcohol. -> Fermented juice from grapes (contains alcohol),  often diluted with water. ",GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,perempuan,"Perempuan-perempuan, wanita, wanita-wanita",,"Women are female people. God created men and women to be equal partners in marriage and in caring for the earth. A married woman is called a wife. A slave woman who bears children for he master is called a concubine. Before marriage, a young woman is called a virgin if she is has not had sex. ","istri, gundik, perawan, gadis", a young woman is called a virgin if she is has not had sex and is not pregnant. ->  a young woman is called a virgin if she has not had sex. ,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,dunia,,atmosphere / cosmos; world (R); addina (W from Ar);,"World sometimes means (1) the physical earth upon which all creatures dwell.
Other times world means (2) the nations and governments that rebel against God.
","bumi, surga",,,,,,,,,,,,,,,,,,,,,,,,,,
t,menyembah,"Disembah, penyembahan","calling on / praying to God; worship (R);
praising God;
giving God honor;
bowing (hitting knees on ground or breaking leg joints) before God;
doing work/service for God;
always doing what God wants you to (G);
magnify (W)","Worship includes every action or activity that humans perform to give honour to God (or to gods/idols). Thus, there are many ways in which we worship God, by our body position, by our serving one another, by teaching and learning Scripture, by songs and chants, by praying and by giving to meet urgent needs. ","doa, memuji",always doing what God wants you to (G); ???,,,,,,,,,,,,,,,,,,,,,,,,,
n,Ahasyweros,,,"The title of Persian kings. Xerxes the Great was the 5th king of the Persian Empire, 486–465 BC. He was also called Ahasuerus. (The name Ahasuerus means Chief.)",raja,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,ragi,,is (transliteration) (R); lewer (W from Fr);,"Yeast is substance that is used to make bread. It causes the dough to swell before baking. Only a little yeast is needed to make a large quantity of bread. (Yeast is a tiny plant that consumes flour and sugar, releasing air bubbles into bread dough.)",roti,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Zakheus,,,"The name Zacchaeus means Clean, Pure. Zacchaeus was a Jewish tax collector working for the Roman government, who had become rich by cheating others. After he met Jesus, he repented of his dishonest activities.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Zakharia,,,There were several men named Zechariah. One was king over Norther Israel. Another was a the son of priest Jehoiada who prophecied during the reign of King Joash when the Spirit of the Lord came upon him.  Joash had him stoned to death.  Another was a prophet of the Lord who wrote a book entitled with his name.  Another was the father of John the Baptist. (The name Zechariah means the LORD Remembers.),,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Zedekia,,,"King Zedekiah, son of King Joash, ruled over Judah in southern Israel. The Babylonian army took him captive and blinded him 586 years before Christ. Another man named Zedekiah opposed the message that the Prophet Micaiah spoke.(The name Zedekiah means the LORD is righteous.)",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Zeus,,,"Zeus is the name of the chief Greek god, identical to the Roman god Jupiter.   Another god/spirit was believed to be his messenger. His name was Hermes.  When pagans became Christians, they stopped worshipping idols of Zeus, and began calling on God through Jesus' name.",,"Zeus, who is also called Jupiter, is the name of the chief Greek and Roman god. -> Zeus is the name of the chief Greek god, identical to Roman god Jupiter. ","Both European and Semitic philosophers made out Zeus and El to be the same God that the Hebrews worshipped. Thus, some pagans turned from their idols, honouring God through his human incarnation, Jesus.",,,,,,,,,,,,,,,,,,,,,,,,
n,Sion,,,"Zion was an ancient name of one of the hills on which the city of Jerusalem is located. The word Zion (1) sometimes refers to Jerusalem, (2) other times it refers to heaven (the place where God is), and (3) sometimes refers to the New Jerusalem.",Yerusalem,,"The consonants of Tsîwn can mean marker stone, along a road or at a grave site.",,,,,,,,,,,,,,,,,,,,,,,,
